Title,Release Year,Distributor,Production,Longitude,Latitude
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.4045546,37.8004678
Magnum Force,1973,Warner Bros. Pictures,The Malpaso Company,-122.4785598,37.8199109
Terminator - Genisys,2015,Paramount Pictures,T5 Productions LLC,-122.4062452,37.8073134
Sense8 - Season 2,2016,Netflix,"Unpronounceable Productions, LLC",-122.3756118,37.7314866
The Princess Diaries,2001,Buena Vista Pictures,Walt Disney Pictures,-122.4125282,37.8085771
Sense8 - Season 2,2016,Netflix,"Unpronounceable Productions, LLC",-122.436447,37.7773209
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.3965071,37.7805207
Crackers,1984,Universal Pictures,Universal Pictures,-122.4184682,37.7522505
Sudden Impact,1983,Warner Bros. Pictures,Warner Bros. Pictures,-122.3924358,37.7949305
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4052753,37.7856544
Copycat,1995,Warner Bros. Pictures,Regency Enterprises,-122.4377047,37.791209
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4061161,37.747013
The House on Telegraph Hill,1951,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,-122.4212203,37.7735081
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.405629,37.7555919
Copycat,1995,Warner Bros. Pictures,Regency Enterprises,-122.4398822,37.805457
Dreams,2025,The Match Factory GmbH,Suenos Productions LLC,-122.4605497,37.7833917
Dopamine,2003,Sundance Channel Home Entertainment,Kontent Films,-122.47709,37.8106117
Americana,2015,,Sutro Films LLC,-122.3699786,37.825284
Sudden Impact,1983,Warner Bros. Pictures,Warner Bros. Pictures,-122.3923165,37.7788012
The Parent Trap,1998,Buena Vista Pictures,Walt Disney Pictures,-122.371174,37.8173771
Maintenance Required,2025,Amazon MGM Studios,ROUKYA FILMS,-122.4137599,37.7895418
GirlBoss,2017,Netflix,"Hippolyta Productions, LLC",-122.4191684,37.8000576
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4040755,37.7991868
Always Be My Maybe,2019,Netflix,"Isla Productions, LLC",-122.4159684,37.8093037
Sweet November,2001,Warner Bros. Pictures,Warner Bros. Pictures,-122.420682,37.785098
Dr. Dolittle 2,2001,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,-122.4650165,37.8040257
Mrs. Doubtfire,1993,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,-122.4650165,37.8040257
Outerlands,2025,Wolfe Video,"Vajra Films, LLC",-122.4972195,37.7785494
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4113976,37.7871218
Chance - Season 1 Pilot,2016,HULU,TVM Productions,-122.4128098,37.7848842
So I Married an Axe Murderer,1993,TriStar Pictures,TriStar Pictures,-122.4462612,37.7904089
Jade,1995,Paramount Pictures,Paramount Pictures,-122.4100923,37.7923883
Red Widow,2013,American Broadcasting Company (ABC),Beyond Pix,-122.41225,37.7820845
Tales of the City,2019,Netflix,Universal Television LLC,-122.415794,37.7837572
The Bachelor,1999,New Line Cinema,George Street Pictures,-122.4095835,37.8015323
Contagion,2011,Warner Bros. Pictures,The Keres Corporation,-122.4068179,37.7821542
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4343502,37.7629801
Quitters,2015,,"Frederick & Ashbury, LLC.",-122.4547685,37.7717766
Birth of the Dragon,2016,Kylin Pictures,"BOTD U.S. Productions, Inc.",-122.4174339,37.7994215
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.4431784,37.7703713
Venom: Let There Be Carnage,2021,Sony Pictures,SM Film Productions,-122.4142543,37.7855844
Basic Instinct,1992,TriStar Pictures,Carolco Pictures,-122.4043576,37.7960306
Dim Sum: A Little Bit of Heart,1985,Orion Classics,CIM,-122.3816274,37.6191145
Hemingway & Gelhorn,2011,Home Box Office (HBO),"Attaboy Films, For Whom Productions, Home Box Office (HBO)",-122.3827431,37.7500802
The OA Part II,2019,Netflix,Lunar Mining LLC,-122.4149779,37.7966511
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.4104615,37.7899602
Americana,2015,,Sutro Films LLC,-122.4034106,37.7980524
Looking Season 2 ep 204,2015,HBO,"Mission Street Productions, LLC",-122.4213183,37.7648449
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.4078311,37.7984875
Freebie and the Bean,1974,American Broadcasting Company (ABC),Warner Bros. Pictures,-122.3991929,37.795315
The OA Part II,2019,Netflix,Lunar Mining LLC,-122.4100923,37.7923883
Midnight Lace,1960,Universal Pictures,Arwin Productions,-122.4100923,37.7923883
Experiment in Terror,1962,Columbia Pictures,Columbia Pictures Corporation,-122.4058659,37.7976067
San Andreas,2015,Warner Bros.,"Upside Down Productions, Inc.",-122.4194215,37.8018748
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4152298,37.8052723
Chance Season 2,2017,Hulu,TVM Productions Inc.,-122.4136962,37.7809377
Pushing Dead,2016,TBD,"Pushing Dead , LLC",-122.4326214,37.768427
The Birds,1963,Universal Pictures,Universal Pictures,-122.4082534,37.7873806
Looking Season 2 ep 210,2015,HBO,"Mission Street Productions, LLC",-122.4192417,37.779275
Bullitt,1968,Warner Brothers,Warner Brothers / Seven Arts Seven Arts,-122.4218114,37.8035669
Ballers Season 3,2017,HBO,"Chori Perros Productions, LLC",-122.3958433,37.7943114
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4191684,37.8000576
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.4264699,37.7767054
Red Diaper Baby,2004,Sundance Channel,Hello Hooker Productions,-122.4307656,37.807047
Star Trek IV: The Voyage Home,1986,Paramount Pictures,Paramount Pictures,-122.442713,37.8066603
Always Be My Maybe,2019,Netflix,"Isla Productions, LLC",-122.4461111,37.77
Chance- Season 1 ep109,2016,HULU,TVM Productions,-122.3864526,37.770429
A View to a Kill,1985,MGM/UA Entertainment Company,Metro-Goldwyn Mayer,-122.4224785,37.7905118
Sonic the Hedgehog,2020,Paramount Pictures,"Paramount Overseas Productions, Inc.",-122.4022806,37.7951667
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.3986313,37.7936408
Basic Instinct,1992,TriStar Pictures,Carolco Pictures,-122.406019,37.7975646
Always Be My Maybe,2019,Netflix,"Isla Productions, LLC",-122.403672,37.7860026
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4078108,37.7819282
The Towering Inferno,1974,Twentieth Century - Fox,Irwin Allen Productions,-122.4448975,37.7942406
Looking Season 2 ep 209,2015,HBO,"Mission Street Productions, LLC",-122.4027026,37.7700543
Vertigo,1958,Paramount Pictures,Alfred J. Hitchcock Productions,-122.3866097,37.760628
Star Trek IV: The Voyage Home,1986,Paramount Pictures,Paramount Pictures,-122.482977,37.7689203
Shit and Champagne,2020,,"Shaboom Boom, LLC",-122.4247253,37.7854297
Alcatraz,2012,Warner Bros. Television,Bonanza Productions Inc.,-122.4144669,37.8008452
The Ten Commandments,1956,Paramount Pictures,Paramount Pictures,-122.4101808,37.8016649
Steve Jobs,2015,Universal Pictures,RDF Productions LLC,-122.4356728,37.7560549
Chance- Season 1 ep104,2016,HULU,TVM Productions,-122.4484231,37.8029308
Alcatraz,2012,Warner Bros. Television,Bonanza Productions Inc.,-122.4117504,37.8009455
Nash Bridges,2021,USA Nework,"Village NB Productions, LLC",-122.4178564,37.8109433
D.O.A,1950,United Artists,Cardinal Pictures,-122.3936136,37.7954425
D.O.A,1950,United Artists,Cardinal Pictures,-122.4080903,37.784
Tucker: The Man and His Dream,1988,Paramount Pictures,Lucasfilm,-122.4192417,37.779275
Shit and Champagne,2020,,"Shaboom Boom, LLC",-122.4328658,37.7756401
The Bachelor,1999,New Line Cinema,George Street Pictures,-122.4661345,37.7695812
Chance- Season 1 ep109,2016,HULU,TVM Productions,-122.4044379,37.7977448
Looking Season 2 ep 202,2015,HBO,"Mission Street Productions, LLC",-122.4014061,37.7665652
DEVS,2020,FX Network,Minim Productions,-122.4058222,37.8023949
Basic Instinct,1992,TriStar Pictures,Carolco Pictures,-122.4021904,37.7856437
Big Eyes,2014,Weinstein Company,Blink & Wink Productions,-122.4073139,37.7986417
Contagion,2011,Warner Bros. Pictures,The Keres Corporation,-122.4171287,37.7816962
Star Trek IV: The Voyage Home,1986,Paramount Pictures,Paramount Pictures,-122.4065524,37.7762053
The Pursuit of Happyness,2006,Columbia Pictures,Columbia Pictures Corporation,-122.4113998,37.7852058
Patch Adams,1998,Universal Pictures,Bungalow 78 Productions,-122.3699786,37.825284
Mrs. Doubtfire,1993,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,-122.4078056,37.7998378
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.4059509,37.7924672
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.4236819,37.8053049
"Budding Prospects, Pilot",2017,Amazon,Picrow Streaming Inc.,-122.3765797,37.7330388
The Other Sister,1999,Buena Vista Pictures,Mandeville Films,-122.39658,37.79021
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4121805,37.7585777
The Matrix Resurrections,2021,Warner Brothers,"Adobe Pictures, Inc.",-122.3989854,37.7918198
"Murder in the First, Season 3",2016,Turner Network Television (TNT),Turner North Center Productions,-122.4250694,37.7777521
San Andreas,2015,Warner Bros.,"Upside Down Productions, Inc.",-122.4100057,37.79856
Outerlands,2025,Wolfe Video,"Vajra Films, LLC",-122.4526588,37.7682002
"Smile Again, Jenny Lee",2015,,Carlo Caldana/Marguery Films,-122.3987433,37.7818569
Outerlands,2025,Wolfe Video,"Vajra Films, LLC",-122.4434985,37.76369
Ant-Man and the Wasp,2018,Walt Disney Studios Motion Pictures,"PYM Particles Productions II, LLC",-122.428457,37.786647
Dark Passage,1947,Warner Bros. Pictures,Warner Bros. Pictures,-122.4043707,37.8018125
The Bachelor,1999,New Line Cinema,George Street Pictures,-122.4101808,37.8016649
A Night Full of Rain,1978,Warner Bros. Pictures,Liberty Film,-122.4065207,37.7822008
Magnum Force,1973,Warner Bros. Pictures,The Malpaso Company,-122.4294937,37.7906712
Sister Act 2: Back in the Habit,1993,Buena Vista Pictures,Touchstone Pictures,-122.4510797,37.72569
DEVS,2020,FX Network,Minim Productions,-122.435038,37.7608968
Super Pumped: The Battle for Uber,2021,Showtime,"Possible Productions, Inc.",-122.4188767,37.7603749
Boys and Girls,2000,Dimension Films,Punch 21 Productions,-122.4785598,37.8199109
Edtv,1999,MCA / Universal Pictures,Imagine Entertainment,-122.3995745,37.8006414
"Murder in the First, Season 2",2015,Turner Network Television (TNT),Turner North Center Productions,-122.38489,37.773931
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4135852,37.7970672
San Andreas,2015,Warner Bros.,"Upside Down Productions, Inc.",-122.4102464,37.8007752
Women is Losers,2020,,Look at the Moon Pictures,-122.4469865,37.7212116
Dawn of the Planet of the Apes,2014,Twentieth Century Fox,"Fox Louisiana Productions, LLC",-122.4175714,37.7909544
Hereafter,2010,Warner Bros. Pictures,GT Films,-122.4457286,37.7985232
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.4037361,37.8030301
180,2011,,SPI Cinemas,-122.3894682,37.7908723
Pacific Heights,1990,Twentieth Century Fox Film Corporation,Morgan Creek Productions,-122.4048082,37.7944675
Shang-Chi and the Legend of the Ten Rings,2021,Disney/Marvel,Freelance Restorations LLC,-122.4674618,37.7821272
Super Pumped: The Battle for Uber,2022,Showtime,Possible Productions,-122.4004457,37.7854527
Ant-Man,2015,Walt Disney Studios Motion Pictures,"PYM Particles Productions, LLC",-122.4096207,37.7897897
So I Married an Axe Murderer,1993,TriStar Pictures,TriStar Pictures,-122.4074836,37.8005466
Pushing Dead,2016,TBD,"Pushing Dead , LLC",-122.482977,37.7689203
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.3958291,37.7652002
Women is Losers,2020,,Look at the Moon Pictures,-122.39484,37.77667
Shang-Chi and the Legend of the Ten Rings,2021,Disney/Marvel,Freelance Restorations LLC,-122.4141127,37.7905499
Foul Play,1978,Paramount Pictures,Paramount Pictures,-122.4026072,37.7919161
Dark Passage,1947,Warner Bros. Pictures,Warner Bros. Pictures,-122.4035525,37.802115
Looking Season 2 ep 204,2015,HBO,"Mission Street Productions, LLC",-122.4290512,37.7566113
The Graduate,1967,Embassy Pictures Corporation,Embassy Pictures Corporation,-122.5032395,37.7329094
Godzilla,2014,Warner Bros. Pictures,"Nautilus Productions, LLC",-122.3967207,37.7904745
Final Analysis,1992,Warner Bros. Pictures,Warner Bros. Pictures,-122.4054036,37.7553498
Americana,2015,,Sutro Films LLC,-122.4183155,37.7192874
Venom: Let There Be Carnage,2021,Sony Pictures,SM Film Productions,-122.4014762,37.7635774
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4004457,37.7854527
Chance- Season 1 ep108,2016,HULU,TVM Productions,-122.4121403,37.7922657
Flower Drum Song,1961,Universal Pictures,Fields Productions,-122.4048082,37.7944675
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.4337293,37.7344121
Godzilla,2014,Warner Bros. Pictures,"Nautilus Productions, LLC",-122.3958537,37.7911513
The Caine Mutiny,1954,Columbia Pictures,Stanley Kramer Productions,-122.4785598,37.8199109
"Looking ""Special""",2016,HBO,"Mission Street Productions, LLC",-122.4164528,37.7762952
Outerlands,2025,Wolfe Video,"Vajra Films, LLC",-122.4678243,37.7810241
Joy Luck Club,1993,National Broadcasting Company (NBC),Hollywood Pictures,-122.4548745,37.7475379
Dreams,2025,The Match Factory GmbH,Suenos Productions LLC,-122.3924374,37.7949318
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4196461,37.8020026
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4139505,37.7989016
Women is Losers,2020,,Look at the Moon Pictures,-122.4463537,37.7270699
By Hook or By Crook,2001,Artistic License,Steakhaus Productions,-122.4184673,37.7782978
Time After Time,1979,Columbia Broadcasting System (CBS),Orion Pictures Corp.,-122.3952007,37.7951195
Hard to Hold,1984,Universal Pictures,Universal Pictures,-122.4100923,37.7923883
Goliath- Season 4,2021,Amazon Studios,"Picrow, Inc.",-122.4108465,37.7918448
Pleasure of His Company,1961,Parmaount Pictures,Perlsea Company,-122.4420204,37.7946105
The Bachelor,1999,New Line Cinema,George Street Pictures,-122.4007055,37.788543
Chance- Season 1 ep104,2016,HULU,TVM Productions,-122.3865434,37.7655177
The Dead Pool,1988,Warner Bros. Pictures,Warner Bros. Pictures,-122.405629,37.7555919
Blue Jasmine,2013,Sony Pictures Classics,Perdido Productions,-122.4112992,37.75367
Doctor Dolittle,1998,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,-122.3937313,37.7961482
Looking,2014,Home Box Office (HBO),"Mission Street Productions, LLC",-122.4188764,37.7583482
Pushing Dead,2016,TBD,"Pushing Dead , LLC",-122.4248395,37.7776167
When We Rise,2017,Amercian Broadcasting Company,Film 49 Productions,-122.4227025,37.7614492
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.3893598,37.790813
Blindspotting (Season 2),2023,Starz,Blindspotting Productions Inc.,-122.404479,37.7979773
The Phone/Jexi,2019,Lionsgate,CBS Films Inc.,-122.4314841,37.8068032
Vertigo,1958,Paramount Pictures,Alfred J. Hitchcock Productions,-122.4491285,37.8026694
Terminator - Genisys,2015,Paramount Pictures,T5 Productions LLC,-122.4190547,37.790802
The Wedding Planner,2001,Sony Pictures Entertainment,Columbia Pictures,-122.4192417,37.779275
Bedazzled,2000,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,-122.4192417,37.779275
Looking Season 2 ep 202,2015,HBO,"Mission Street Productions, LLC",-122.411015,37.7746
The Dead Pool,1988,Warner Bros. Pictures,Warner Bros. Pictures,-122.4058831,37.7954245
Knife Fight,2013,Eagle Films,Divisadero Pictures & Knife Fight,-122.4174211,37.7910049
DEVS,2020,FX Network,Minim Productions,-122.4453615,37.7702175
Godzilla,2014,Warner Bros. Pictures,"Nautilus Productions, LLC",-122.4079258,37.7940728
Quitters,2015,,"Frederick & Ashbury, LLC.",-122.4037415,37.7579997
A Man on The Inside,2024,Netflix,"Universal Television, LLC",-122.39293,37.78618
Looking Season 2 ep 203,2015,HBO,"Mission Street Productions, LLC",-122.43489,37.771831
Invasion of the Body Snatchers,1978,United Artists,Solofilm,-122.4327956,37.7763888
Red Widow,2013,American Broadcasting Company (ABC),Beyond Pix,-122.4019961,37.7888143
Alexander's Ragtime Band,1938,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,-122.5137962,37.7783123
Family Plot,1976,Universal Pictures,Universal Pictures,-122.4133739,37.7918593
Beautiful Boy,2018,Amazon Studios,Big Indie Pictures,-122.4453785,37.770232
"Murder in the First, Season 3",2016,Turner Network Television (TNT),Turner North Center Productions,-122.4259985,37.7759402
Boys and Girls,2000,Dimension Films,Punch 21 Productions,-122.4195579,37.8020179
Golden Gate,1994,The Samuel Goldwyn Company,American Playhouse Theatrical Films,-122.4030456,37.790657
"Murder in the First, Season 1",2014,Turner Network Television (TNT),Turner North Center Productions,-122.413422,37.7522478
The Wedding Planner,2001,Sony Pictures Entertainment,Columbia Pictures,-122.5003535,37.7856635
Venom: Let There Be Carnage,2021,Sony Pictures,SM Film Productions,-122.4066034,37.7901055
Sense8 - Season 2,2016,Netflix,"Unpronounceable Productions, LLC",-122.4065996,37.7976052
The Last Black Man in San Francisco,2019,A24,"LBMISF, LLC",-122.4278748,37.7691755
Vertigo,1958,Paramount Pictures,Alfred J. Hitchcock Productions,-122.4271581,37.7643792
Cardinal X,2015,,Fire Horse Film Productions LLC,-122.4916801,37.7599491
Shit and Champagne,2020,,"Shaboom Boom, LLC",-122.4075779,37.7831221
Always Be My Maybe,2019,Netflix,"Isla Productions, LLC",-122.4776659,37.7633907
Surface,2022,Apple TV+,"Apple Studios, LLC",-122.40973,37.79379
My Big Fat Chinese Christmas,2022,Hallmark Channel,Hongbao Productions,-122.4064031,37.7934259
I’m A Virgo,2023,Prime Video,Bing Bang Productions Inc,-122.4100057,37.79856
Etruscan Smile,2017,TBD,"Po Valley Productions, LLC",-122.4007518,37.8003382
Herbie Rides Again,1974,Buena Vista Distribution,Walt Disney Productions,-122.4175243,37.8081907
Shang-Chi and the Legend of the Ten Rings,2021,Disney/Marvel,Freelance Restorations LLC,-122.4384961,37.7535011
The Diary of a Teenage Girl,2015,Sony Pictures Classics,"Diary the Movie, LLC",-122.418059,37.7864628
Shang-Chi and the Legend of the Ten Rings,2021,Disney/Marvel,Freelance Restorations LLC,-122.4104443,37.7923897
180,2011,,SPI Cinemas,-122.3965997,37.7931058
The Conversation,1974,Paramount Pictures,American Zoetrope,-122.4377047,37.791209
